file,rows,used_sep,used_encoding,has_author,has_title,has_date,has_content,has_url,error
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2020/peuple2020_4.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2020/peuple2020_5.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2020/peuple2020_6.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2020/peuple2020_7.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2020/peuple2020_8.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2020/peuple2020_9.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2020/peuple2020_10.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2020/peuple2020_11.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2020/peuple2020_12.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2020/peuple2020_13.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2020/peuple2020_14.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2020/peuple2020_15.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2020/peuple2020_16.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2020/peuple2020_17.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2020/peuple2020_18.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2020/peuple2020_19.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2020/peuple2020_20.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2020/peuple2020_21.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2018/peuple2018_1.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2018/peuple2018_2.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2018/peuple2018_3.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2018/peuple2018_4.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2018/peuple2018_5.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2018/peuple2018_6.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2018/peuple2018_7.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2018/peuple2018_8.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2018/peuple2018_9.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2018/peuple2018_10.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2018/peuple2018_11.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2018/peuple2018_12.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2018/peuple2018_13.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2018/peuple2018_14.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2018/peuple2018_15.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2018/peuple2018_16.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2018/peuple2018_17.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2018/peuple2018_18.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2018/peuple2018_19.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2018/peuple2018_20.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2018/peuple2018_21.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2016/peuple2016_1.csv,1,auto,utf-8,True,True,True,True,True,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2016/peuple2016_2.csv,1,auto,utf-8,True,True,True,True,True,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2016/peuple2016_3.csv,1,auto,utf-8,True,True,True,True,True,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2016/peuple2016_4.csv,1,auto,utf-8,True,True,True,True,True,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2016/peuple2016_5.csv,1,auto,utf-8,True,True,True,True,True,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2016/peuple2016_6.csv,1,auto,utf-8,True,True,True,True,True,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2016/peuple2016_7.csv,1,auto,utf-8,True,True,True,True,True,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2016/peuple2016_8.csv,1,auto,utf-8,True,True,True,True,True,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2016/peuple2016_9.csv,1,auto,utf-8,True,True,True,True,True,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2016/peuple2016_10.csv,1,auto,utf-8,True,True,True,True,True,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2016/peuple2016_11.csv,1,auto,utf-8,True,True,True,True,True,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2016/peuple2016_12.csv,1,auto,utf-8,True,True,True,True,True,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2016/peuple2016_13.csv,1,auto,utf-8,True,True,True,True,True,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2016/peuple2016_14.csv,1,auto,utf-8,True,True,True,True,True,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2016/peuple2016_15.csv,1,auto,utf-8,True,True,True,True,True,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2016/peuple2016_16.csv,1,auto,utf-8,True,True,True,True,True,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2016/peuple2016_17.csv,1,auto,utf-8,True,True,True,True,True,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2016/peuple2016_18.csv,1,auto,utf-8,True,True,True,True,True,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2016/peuple2016_19.csv,1,auto,utf-8,True,True,True,True,True,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2016/peuple2016_20.csv,1,auto,utf-8,True,True,True,True,True,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2016/peuple2016_21.csv,1,auto,utf-8,True,True,True,True,True,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne1.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne2.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne3.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne4.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne5.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne6.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne7.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne8.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne9.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne10.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne11.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne12.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne13.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne14.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne15.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne16.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne17.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne19.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne18.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne20.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne21.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne22.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne23.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne24.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne25.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne26.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne27.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne28.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne29.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne30.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne31.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne32.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne33.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne34.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne35.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne36.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne37.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne38.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne39.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne40.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne41.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne42.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne43.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne44.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne45.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne46.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne47.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne48.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne49.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne50.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne51.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne52.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne53.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne54.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne55.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne56.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne57.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne58.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne59.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne60.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne61.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne63.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne64.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne65.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne66.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne67.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne68.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne69.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne70.csv,1,auto,utf-8,True,True,True,True,False,
/content/drive/MyDrive/Colab Notebooks/STAGE_CRLAO_CNRS/Corpus_data/Avant-Token/ch_corpus/Peuple Quotidienne/2022-07-01·_95/quotidienne71.csv,1,auto,utf-8,True,True,True,True,False,
